question,answers,id
what are 2 inventions benjamin franklin is credited with creating?,"[""Lightning rod"", ""Franklin stove"", ""Bifocals"", ""Glass harmonica""]",2504
where did carmen electra grow up?,"[""Sharonville""]",2505
what is vanderbilt university mascot?,"[""Mr. Commodore""]",2506
what famous book did benjamin franklin wrote?,"[""Poor Richard's Almanac of 1739"", ""Poor Richard's Almanac of 1758""]",2507
what band does adam levine sing for?,"[""Maroon 5""]",2508
where did brian williams go to college?,"[""George Washington University"", ""Brookdale Community College"", ""The Catholic University of America"", ""Mater Dei High School""]",2509
where did robert hooke get his education?,"[""Wadham College, Oxford"", ""Christ Church, Oxford"", ""University of Oxford"", ""Westminster School""]",2510
what country did truman lead?,"[""United States of America""]",2511
what is language in argentina?,"[""Yiddish Language"", ""Italian Language"", ""Spanish Language""]",2512
which island in greece?,"[""Ionian Islands""]",2513
who has won the most fa cup?,"[""Liverpool F.C.""]",2514
what time is kansas in?,"[""Mountain Time Zone"", ""Central Time Zone"", ""UTC−07:00"", ""UTC−06:00""]",2515
what time is in san diego california?,"[""Pacific Time Zone""]",2516
what landforms are found in italy?,"[""Italian Peninsula""]",2517
when did hurricane irene hit ct?,"[""2011 Atlantic hurricane season""]",2518
who did michael jackson play in the wiz?,"[""Scarecrow""]",2519
what is osama bin laden race?,"[""Saudi Arabia""]",2520
what was gregor mendel known for?,"[""Scientist"", ""Monk"", ""Botanist""]",2521
what drugs does charlie sheen do?,"[""Cannabis"", ""LSD"", ""Cocaine"", ""Ethanol""]",2522
what is the capital city of assyrian empire?,"[""Assur""]",2523
which countries speak english?,"[""Canada"", ""Australia"", ""South Africa"", ""Zambia"", ""United Kingdom"", ""Zimbabwe"", ""Uganda"", ""New Zealand"", ""Turks and Caicos Islands"", ""Tanzania""]",2524
what disease michael jackson?,"[""Mysophobia""]",2525
where did jerry spinelli go to college?,"[""Johns Hopkins University"", ""Temple University"", ""Gettysburg College""]",2526
what is the zip code for cordova tn?,"[""99574""]",2527
what is julia gillard party?,"[""Queensland Labor Party"", ""Australian Labor Party""]",2528
what is the origin of the turkish language?,"[""Altaic languages""]",2529
when did tom brady join the patriots?,"[""2001 NFL season""]",2530
what is isaac newton famous for?,"[""Physicist""]",2531
who won the state of texas in 2008?,"[""Esperanza Andrade""]",2532
what is considered eastern canada?,"[""Newfoundland""]",2533
where did barack obama went to school?,"[""Occidental College"", ""Harvard Law School"", ""Noelani Elementary School"", ""Punahou School"", ""State Elementary School Menteng 01"", ""St. Francis of Assisi Catholic School"", ""Columbia University""]",2534
what battles did robert e lee participate in?,"[""Battle of Gettysburg"", ""Battle of Mine Run"", ""Battle of Franklin's Crossing"", ""Battle of Antietam"", ""Battle of Williamsport"", ""Battle of Chancellorsville"", ""Battle of Appomattox Court House"", ""Third Battle of Petersburg"", ""Battle of Fredericksburg"", ""Battle of Totopotomoy Creek""]",2535
who was the prime minister of canada in 1998?,"[""Brian Mulroney""]",2536
what did ron howard direct?,"[""Return to Mayberry"", ""The Smith Family"", ""Happy Days"", ""The Andy Griffith Show"", ""Arrested Development"", ""The Fonz and the Happy Days Gang""]",2537
what kind of alcohol is bacardi silver?,"[""Bacardi rum""]",2538
who are shakespeare's siblings?,"[""Joan Shakespeare"", ""Gilbert Shakespeare"", ""Margaret Shakespeare"", ""Richard Shakespeare"", ""Anne Shakespeare"", ""Edmund Shakespeare""]",2539
what team did albert pujols play for?,"[""Scottsdale Scorpions"", ""Los Angeles Angels of Anaheim"", ""St. Louis Cardinals""]",2540
what inspired monet?,"[""Charles-François Daubigny"", ""Eugène Boudin"", ""Stéphane Mallarmé"", ""Eugène Delacroix"", ""Gustave Courbet""]",2541
where do ba fly to from london city airport?,"[""London""]",2542
where does kaka live?,"[""Brazil""]",2543
what is the predominant language in south africa?,"[""South African English""]",2544
what are fun things to do in seattle wa?,"[""Woodland Park Zoo"", ""Henry Art Gallery"", ""Seattle Art Museum"", ""Seattle Aquarium"", ""Frye Art Museum"", ""Space Needle"", ""Pike Place Market"", ""Smith Tower"", ""Tillicum Village"", ""Museum of Flight""]",2545
where does the oklahoma city thunder practice?,"[""Chesapeake Energy Arena""]",2546
what is the language called in turkey?,"[""Arabic Language"", ""Kurdish language"", ""Zazaki language"", ""Ladino Language"", ""Turkish Language""]",2547
who was theodore roosevelt's vice president?,"[""Charles W. Fairbanks""]",2548
what college did charles richard drew go to?,"[""Amherst College""]",2549
where does the roman language come from?,"[""Latin Language""]",2550
what nationality is jermaine paul?,"[""United States of America""]",2551
where did the oakland raiders move from?,"[""Los Angeles""]",2552
who played nba last night?,"[""Phoenix Suns"", ""Golden State Warriors"", ""Los Angeles Lakers"", ""Cleveland Cavaliers"", ""Houston Rockets"", ""Charlotte Bobcats"", ""Detroit Pistons"", ""Indiana Pacers"", ""Utah Jazz"", ""Orlando Magic""]",2553
who were mary shelley's parents?,"[""Mary Wollstonecraft"", ""William Godwin""]",2554
who played hannah montana best friend?,"[""Emily Osment""]",2555
what do do in new york?,"[""Central Park""]",2556
what are some of the religions in australia?,"[""Catholicism"", ""Buddhism"", ""Islam"", ""Anglicanism""]",2557
what is the capital city of south carolina?,"[""Columbia""]",2558
what language do they speak in indonesia?,"[""Javanese Language"", ""Malay Language"", ""Sunda Language"", ""English Language"", ""Bali Language"", ""Indonesian Language"", ""Batak Language"", ""Tobelo Language"", ""Dutch Language"", ""Madura Language""]",2559
what type of political system is headed by queen elizabeth ii?,"[""Monarch""]",2560
what is the actual current local time now in uk?,"[""Greenwich Mean Time"", ""UTC±00:00""]",2561
what are some of the awards taylor swift has won?,"[""People's Choice Award for Favorite Country Artist"", ""Academy of Country Music Entertainer of the Year"", ""People's Choice Award for Favorite Female Music Performer"", ""Academy of Country Music Video of the Year"", ""Grammy Award for Best Country Solo Performance"", ""Billboard Artist of the Year Award"", ""Academy of Country Music Album of the Year"", ""Grammy Award for Best Country Song"", ""Grammy Award for Album of the Year""]",2562
what city did obama grow up in?,"[""Honolulu""]",2563
where did chris cuomo go?,"[""Queens""]",2564
where did gary coleman live when he died?,"[""Provo""]",2565
what is there to do in palm springs?,"[""The Fabulous Palm Springs Follies"", ""Palm Springs Air Museum"", ""Living Desert Zoo and Gardens"", ""Palm Springs Walk of Stars"", ""The Palm Springs Art Museum"", ""Knott's Soak City"", ""Tahquitz Canyon"", ""Palm Springs Aerial Tramway"", ""Moorten Botanical Garden and Cactarium"", ""San Jacinto Mountains""]",2566
where is auburn university at?,"[""Alabama"", ""Auburn University Historic District"", ""United States of America"", ""Auburn""]",2567
where was ronald reagan born and raised?,"[""Tampico""]",2568
what county is morristown tn in?,"[""Morris County""]",2569
where do the houston rockets play basketball?,"[""Toyota Center""]",2570
who was the president of the united states during ww2?,"[""Franklin D. Roosevelt""]",2571
who did elvis presley really love?,"[""Ginger Alden""]",2572
which states does the connecticut river flow through?,"[""Vermont"", ""Connecticut"", ""New Hampshire"", ""Massachusetts""]",2573
what are the biggest cities in illinois?,"[""Chicago""]",2574
which english team won the champions league first?,"[""the Federation of Free States""]",2575
which province in canada is the most populated?,"[""Ontario""]",2576
what continent do the falkland islands belong to?,"[""South America""]",2577
what language do russian people speak?,"[""Yiddish Language"", ""Chuvash Language"", ""Russian Language"", ""Tatar Language"", ""Ukrainian Language""]",2578
which states touch canadian soil?,"[""Michigan""]",2579
what did alvin smith died from?,"[""Poison""]",2580
what are the four harry potter house names?,"[""Ravenclaw House"", ""Gryffindor House"", ""Slytherin House"", ""Hufflepuff House""]",2581
who has tim howard played for?,"[""Manchester United F.C."", ""New York Red Bulls"", ""North Jersey Imperials"", ""Everton F.C."", ""United States men's national soccer team""]",2582
when is the gold cup cheltenham?,"[""Yearly""]",2583
where does portuguese originate?,"[""Portugal""]",2584
what currency in dominican republic should i bring?,"[""Dominican peso""]",2585
who did howie long married?,"[""Diane Addonizio""]",2586
what region of the world is north america in?,"[""Northern Hemisphere"", ""Western Hemisphere"", ""Americas""]",2587
who is the current governor of georgia 2011?,"[""Nathan Deal""]",2588
where do navajo indians live?,"[""Arizona"", ""Utah"", ""Southwestern United States"", ""Navajo Nation"", ""California"", ""New Mexico""]",2589
what to do in panama city beach for spring break?,"[""Thunder Beach Motorcycle Rally"", ""Club La Vela"", ""Man in the Sea Museum"", ""Camp Helen State Park"", ""Pier Park"", ""Shipwreck Island"", ""Latimer Cabin"", ""St. Andrews State Park"", ""Miracle Strip at Pier Park""]",2590
what instrument does ringo starr play?,"[""Drums""]",2591
who are china's trading partners?,"[""Angola"", ""Sudan"", ""United States of America"", ""Wellington"", ""Mozambique"", ""Laos"", ""Yemen""]",2592
what character did stan lee create?,"[""Executioner"", ""Awesome Android"", ""Mac Gargan"", ""Professor X"", ""Sentry"", ""Death-Stalker"", ""Wong"", ""Blob"", ""Shellshock"", ""Plantman""]",2593
what disease did anne frank get?,"[""Typhus""]",2594
where did rich rodriguez get fired?,"[""Michigan Wolverines football""]",2595
who did mario lopez just marry?,"[""Courtney Laine Mazza""]",2596
what happened to president james garfield?,"[""Myocardial infarction"", ""Pneumonia"", ""Sepsis""]",2597
what time zone am i in missouri?,"[""Central Time Zone"", ""UTC−06:00""]",2598
who is paul mccartney's current wife?,"[""Nancy Shevell""]",2599
what channel is anderson cooper talk show on?,"[""CNN""]",2600
what drugs were in whitney houston when she died?,"[""Cocaine overdose""]",2601
who did warren moon play for?,"[""Seattle Seahawks"", ""Washington Huskies football"", ""Houston Oilers"", ""Minnesota Vikings"", ""Kansas City Chiefs""]",2602
what brand of guitar does steve vai play?,"[""Ibanez"", ""Ibanez Universe"", ""Ibanez JEM""]",2603
what do hungarian people speak?,"[""Hungarian""]",2604
what prep school did romney attend?,"[""Cranbrook Schools""]",2605
in what town did ned kelly and his family grow up?,"[""Beveridge""]",2606
what is bethenny frankel husband name?,"[""Jason Hoppy""]",2607
what city in australia should i live in quiz?,"[""Australian city""]",2608
who is the present president of china?,"[""Xi Jinping""]",2609
who speaks stewie on family guy?,"[""Seth MacFarlane""]",2610
who influenced arthur conan doyle?,"[""Robert Louis Stevenson"", ""Edgar Allan Poe"", ""Joseph Bell"", ""Jules Verne"", ""Walter Scott"", ""Ibn-e-Safi""]",2611
when was samuel pepys?,"[""United Kingdom""]",2612
what are the new york giants home colors?,"[""Blue""]",2613
who played bob ewell in to kill a mockingbird?,"[""James Anderson""]",2614
what type of money does jamaica use?,"[""Jamaican dollar""]",2615
what instrument does fela kuti play?,"[""guitar"", ""trumpet"", ""Saxophone"", ""Drums"", ""keyboard""]",2616
who is kurt busch driving for now?,"[""Miller Lite""]",2617
who was charlemagne's wife?,"[""Fastrada"", ""Luitgard"", ""Hildegard of Savoy"", ""Desiderata of the Lombards"", ""Himiltrude""]",2618
where did woodrow wilson go to school?,"[""Johns Hopkins University"", ""Davidson College"", ""Princeton University"", ""University of Virginia School of Law""]",2619
who is lamar odom married too?,"[""Khloé Kardashian""]",2620
where can you buy amazon kindle?,"[""Amazon.com""]",2621
who is angelina jolie's husband?,"[""Brad Pitt""]",2622
what kind of money do they use in aruba?,"[""Aruban florin""]",2623
what sports do people in france play?,"[""France national football team"", ""France Davis Cup team"", ""France men's national ice hockey team"", ""France women's national U-18 ice hockey team"", ""France men's national volleyball team"", ""France women's national volleyball team"", ""France national rugby league team"", ""France women's national basketball team"", ""French Luge Team"", ""A1 Team France""]",2624
what wars did robert e lee lead?,"[""Mexican–American War"", ""American Civil War"", ""Battle of Chancellorsville""]",2625
what language do native american indians speak?,"[""French Language"", ""Spanish Language"", ""English Language"", ""American English""]",2626
where did tennessee williams live?,"[""St. Louis"", ""Columbus"", ""New Orleans"", ""Clarksdale"", ""Mississippi""]",2627
what was king louis xiv religion?,"[""Catholicism""]",2628
what language do they in belgium?,"[""French Language"", ""German Language"", ""Dutch Language""]",2629
who plays walter in fringe?,"[""John Noble""]",2630
where is port st lucie florida on the map?,"[""Florida"", ""United States of America"", ""St. Lucie County""]",2631
what countries are the mediterranean?,"[""Italy"", ""Spain"", ""France""]",2632
what city has the largest population in mexico?,"[""Mexico City""]",2633
who juan ponce de leon?,"[""Explorer""]",2634
in what years did the new york yankees win the world series?,"[""1941 World Series"", ""1939 World Series"", ""1932 World Series"", ""1928 World Series"", ""1936 World Series"", ""1923 World Series"", ""1927 World Series"", ""1937 World Series"", ""1938 World Series"", ""1943 World Series""]",2635
what state is toronto in?,"[""Ontario""]",2636
